make,model,version,fuel,year,kms,power,shift,price,currency,location,latitude,longitude
Alfa Romeo,Giulia,2.2 Diesel 180 Super 4p Aut.,Diésel,2018,139000.0,180.0,automatic,24800,EUR,Carretera de San Martin de La Vega,40.3237806,-3.6517431
Alfa Romeo,Giulia,2.0 Gasolina 147kW (200CV) Giulia AT,Gasolina,2018,91618.0,200.0,automatic,27990,EUR,Elx/Elche,38.2653307,-0.6988391
Ford,Focus,1.0 Ecoboost ST-Line 92 kW (125 CV),Gasolina,2018,22074.0,125.0,manual,17900,EUR,Ciudad Real,38.959734749999996,-3.8828744402485436
Mercedes-Benz,SLK,SLK 200K 163 2p,Gasolina,2002,170000.0,163.0,manual,6250,EUR,L'Hospitalet de Llobregat,41.3598601,2.0997927
Ford,Fusion,1.4 80 Ambiente 5p,Diésel,2008,128000.0,80.0,manual,4290,EUR,Torremolinos,36.6242841,-4.4995448
Dacia,Duster,Laureate dCi 79 kW (107 CV),Diésel,2011,83460.0,107.0,manual,10900,EUR,Torremolinos,36.6242841,-4.4995448
Dacia,Duster,Laureate dCi 80 kW (109 CV),Diésel,2014,89235.0,109.0,manual,11900,EUR,Mercado Parque Corredor del Henares,40.351358000000005,-3.8181138934596097
Ford,Ka,1.3 70 Collection 3p,Gasolina,2004,117000.0,70.0,manual,2500,EUR,Bertamirans,42.8594847,-8.6501713
Opel,Antara,2.2 CDTI Selective,Diésel,2013,97306.0,163.0,manual,9899,EUR,Barcelona,41.3828939,2.1774322
Mercedes-Benz,GLA,GLA 220 d 177 4Matic 5p 7G-DCT,Diésel,2018,75215.0,177.0,automatic,29990,EUR,Málaga,36.7213028,-4.4216366
Ford,Tourneo Courier,1.5 TDCi 70kW (95CV) Titanium,Diésel,2018,19223.0,95.0,manual,15990,EUR,Málaga,36.7213028,-4.4216366
Ford,Tourneo Courier,1.0 EcoBoost 74kW (100CV) Titanium,Gasolina,2016,151802.0,100.0,manual,9990,EUR,Córdoba,37.8845813,-4.7760138
Ford,Tourneo Courier,1.0 EcoBoost 74kW (100CV) Titanium,Gasolina,2016,151802.0,100.0,manual,8990,EUR,Córdoba,37.8845813,-4.7760138
Ford,Tourneo Courier,1.5 TDCi 95 Titanium 4p,Diésel,2017,33000.0,95.0,manual,13200,EUR,Valencia,39.4697065,-0.3763353
BMW,X3,xDrive20d 140 kW (190 CV),Diésel,2016,163454.0,190.0,automatic,21850,EUR,Estepona,36.4268068,-5.1468484
BMW,X3,xDrive20d,Diésel,2016,159560.0,190.0,automatic,18990,EUR,Málaga,36.7213028,-4.4216366
BMW,X3,M40 i 360 CV,Gasolina,2018,77000.0,360.0,automatic,47990,EUR,Madrid,40.4167047,-3.7035825
Ford,Ranger,D. Cab. 2.2 TDCi 160 XLT 4x4 4p S/S,Diésel,2018,143000.0,160.0,manual,24900,EUR,Valls,41.2835355,1.2473637
Ford,Ranger,Doble Cab. 2.5 TDI 109 XLT 4x4 DEE3000 4p AA,Diésel,2001,206537.0,109.0,manual,3900,EUR,Tabernas,37.0498879,-2.3913774
Hyundai,ix35,1.7 CRDi SLE 4x2 85 kW (115 CV),Diésel,2014,169013.0,115.0,manual,13189,EUR,Santiago de Compostela,42.8804219,-8.5458608
Hyundai,ix35,1.7 CRDi Klass 4x2,Diésel,2015,46374.0,115.0,manual,14999,EUR,Madrid,40.4167047,-3.7035825
Hyundai,ix35,1.7 CRDi Klass 4x2,Diésel,2015,46374.0,115.0,manual,14599,EUR,Madrid,40.4167047,-3.7035825
BMW,Z4,,Gasolina,2020,13000.0,197.0,automatic,49000,EUR,Benicarló,40.4180244,0.4229813
Ford,Tourneo Connect,1.5 TDCi 88kW (120CV) Titanium,Diésel,2019,57300.0,120.0,manual,21490,EUR,Sevilla,37.3886303,-5.9953403
Citroen,Jumpy,Furgon Doble Cabina BlueHDi 95 Confort Talla M 70 kW (95 CV),Diésel,2018,102380.0,95.0,manual,20585,EUR,Santiago de Compostela,42.8804219,-8.5458608
BMW,X1,sDrive18d 110 kW (150 CV),Diésel,2017,69094.0,150.0,automatic,24437,EUR,Valdepeñas,38.7594573,-3.3847392
BMW,X1,sDrive18d,Diésel,2014,129990.0,143.0,automatic,14990,EUR,Sevilla,37.3886303,-5.9953403
BMW,X1,25e xDrive 220 CV,Diésel,2020,35000.0,220.0,automatic,38990,EUR,Madrid,40.4167047,-3.7035825
Hyundai,ix35,1.7 CRDi 115 GLS Tecno Sky 4x2 5p,Diésel,2013,87000.0,115.0,manual,13990,EUR,Valencia,39.4697065,-0.3763353
BMW,Serie 5,520d 140 kW (190 CV),Diésel,2015,147278.0,190.0,automatic,20790,EUR,Mercado Parque Corredor del Henares,40.351358000000005,-3.8181138934596097
BMW,Serie 5,530dA xDrive Touring,Diésel,2017,137000.0,258.0,automatic,34490,EUR,Málaga,36.7213028,-4.4216366
Fiat,500X,1.4 MultiAir City Cross 4x2 DCT 103 kW (140 CV),Gasolina,2018,73618.0,140.0,automatic,16100,EUR,Sevilla,37.3886303,-5.9953403
Citroen,Jumpy,FG 2.0 BLUEHDI 120 TALLA XL CLUB 4P-,Diésel,2019,60892.0,122.0,manual,23850,EUR,Sant Boi de Llobregat,41.3459033,2.0413673
Citroen,Jumpy,1.6HDI FURGON,Diésel,2017,188000.0,95.0,manual,13980,EUR,Santa Coloma de Gramenet,41.4515626,2.2083371
Fiat,Ducato,Fiat Ducato FURGÓN MAXI 35 EXTRA LARG ALTO,Diésel,2019,72421.31909982688,150.0,manual,25490,EUR,Málaga,36.7213028,-4.4216366
Fiat,Bravo,1.6 Easy 105cv Multijet,Diésel,2014,129250.0,105.0,manual,7699,EUR,Barcelona,41.3828939,2.1774322
Fiat,Freemont,Urban AWD 2.0 16v 170cv Diésel auto.,Diésel,2012,126715.0,170.0,automatic,13990,EUR,Córdoba,37.8845813,-4.7760138
Citroen,C2,1.4i 75 SX 3p,Diésel,2006,188000.0,75.0,manual,2800,EUR,La Puebla del Río,37.2698207,-6.0627241
Hyundai,Santa Fe,2.2 CRDI 25 Aniversario 4x2 7S 147 kW (200 CV),Diésel,2017,58789.0,200.0,manual,26335,EUR,Torremolinos,36.6242841,-4.4995448
Hyundai,Santa Fe,2.2 CRDi Klass 4x2 SR,Diésel,2018,85645.0,200.0,manual,20990,EUR,Córdoba,37.8845813,-4.7760138
Hyundai,BAYON,1.2 MPI Maxx,Gasolina,2022,570.0,84.0,manual,15890,EUR,Vigo,42.2376602,-8.7247205
Ford,C-MAX,1.5 TDCi 88kW (120CV) Business,Diésel,2018,75296.0,120.0,manual,16290,EUR,Madrid,40.4167047,-3.7035825
Ford,C-MAX,1.5 TDCi 88kW (120CV) Business,Diésel,2018,75296.0,120.0,manual,15690,EUR,Madrid,40.4167047,-3.7035825
Ford,C-MAX,1.5 TDCI Trend+ 88 kW (120 CV),Diésel,2018,81159.0,120.0,manual,16990,EUR,Saladar,39.2071096,-0.2870103
Ford,C-MAX,1.5 TDCI Trend+ 88 kW (120 CV),Diésel,2017,82124.0,120.0,manual,15200,EUR,Granollers,41.6079555,2.2876008
Fiat,Tipo,1.4 T-Jet 16v 88kW (120CV) S-Design,Gasolina,2017,47100.0,120.0,manual,11990,EUR,Alicante/Alacant,38.3436365,-0.4881708
Fiat,500L,1.4 16v Lounge 70 kW (95 CV),Gasolina,2017,103755.0,95.0,manual,12639,EUR,Ciudad Real,38.959734749999996,-3.8828744402485436
Fiat,500L,1.4 16v Pop Star 70 kW (95 CV),Gasolina,2015,65756.0,95.0,manual,12600,EUR,Sant Vicenç de Montalt,41.5787122,2.5103642
Fiat,500,S 1.3 16v Multijet 95cv Start&Stop,Diésel,2014,98325.0,95.0,manual,8990,EUR,Madrid,40.4167047,-3.7035825
Fiat,500,Dolcevita 1.0 Hybrid 51KW (70 CV),Diésel,2021,17990.0,70.0,manual,13990,EUR,Alicante/Alacant,38.3436365,-0.4881708
Fiat,500,S 1.2 8v 51KW (69 CV),Gasolina,2018,59985.0,69.0,manual,9990,EUR,Valencia,39.4697065,-0.3763353
Fiat,500,1.2 51 kW (69 CV) S Dualogic,Gasolina,2017,95000.0,69.0,automatic,10900,EUR,Conil de la Frontera,36.277054,-6.0881874
Fiat,500,1.2 S 51 kW (69 CV),Gasolina,2018,41556.0,69.0,manual,12990,EUR,Ciudad Real,38.959734749999996,-3.8828744402485436
Fiat,500,1.2 8v 51kW (69CV) Lounge,Gasolina,2017,115997.0,69.0,automatic,10490,EUR,Almería,36.8414197,-2.4628135
Fiat,500,S 1.2 8v 69cv,Gasolina,2015,76136.0,69.0,manual,8990,EUR,Palma de Mallorca,39.5695818,2.6500745
Fiat,500,1.2 Lounge,Gasolina,2018,63154.0,70.0,manual,11999,EUR,Madrid,40.4167047,-3.7035825
Fiat,500,1.2 Lounge,Gasolina,2018,63154.0,70.0,manual,11699,EUR,Madrid,40.4167047,-3.7035825
Fiat,500L,1.4 SANDS Hey Google 70 kW (95 CV),Gasolina,2021,15179.0,95.0,manual,18400,EUR,Santa Maria del Aguila,36.780645,-2.7736816
Fiat,500L,1.3 MultiJet 16v Cross Auto 70 kW (95 CV),Diésel,2018,37377.0,95.0,automatic,18285,EUR,Santiago de Compostela,42.8804219,-8.5458608
Fiat,Tipo,1.4 Easy,Gasolina,2018,58379.0,95.0,manual,10999,EUR,Barcelona,41.3828939,2.1774322
Hyundai,Trajet,2.0 CRDi 112 GLS 5p,Diésel,2004,214000.0,112.0,manual,2200,EUR,Gavà,15.3004543,74.0855134
Fiat,Punto,1.2 8v Young 69 CV S&S Gasolina,Gasolina,2015,158466.0,69.0,manual,5990,EUR,Murcia,37.9923795,-1.1305431
Fiat,Doblò,Cargo 1.3 Multijet 95 Base 4p 2plz,Diésel,2017,136000.0,95.0,manual,9899,EUR,Muxa,43.0510878,-7.5294973
Mercedes-Benz,Clase E,E 350 272 Avantgarde 4Matic 4p Aut.,Gasolina,2008,100000.0,272.0,automatic,11990,EUR,Madrid,40.4167047,-3.7035825
Fiat,Panda,1.2 Lounge 51kW (69CV) EU6,Gasolina,2016,69400.0,69.0,manual,6990,EUR,Sevilla,37.3886303,-5.9953403
Fiat,500X,1.6 MultiJet Lounge 4x2 88 kW (120 CV),Diésel,2015,145319.0,120.0,manual,12450,EUR,Santa Maria del Aguila,36.780645,-2.7736816
Fiat,500X,1.4 T-Jet GLP BiFuel 120 City Cross 5p,Diésel,2018,38700.0,120.0,manual,16900,EUR,Antequera,37.0183652,-4.5596649
Fiat,500X,1.4 T-Jet GLP BiFuel 120 City Cross 5p,Diésel,2018,38700.0,120.0,manual,17900,EUR,Antequera,37.0183652,-4.5596649
Volkswagen,Passat,Variant 1.9 TDI 100 Edition 5p,Diésel,2005,233859.0,100.0,manual,2240,EUR,Madrid,40.4167047,-3.7035825
Fiat,Fiorino,Cargo Base 1.3 Mjet 59kW (80CV) E6,Diésel,2017,124940.0,80.0,manual,7490,EUR,Madrid,40.4167047,-3.7035825
Ford,C-MAX,1.0 EcoBoost SANDS Titanium 92 kW (125 CV),Gasolina,2018,56031.0,125.0,manual,17520,EUR,Valdepeñas,38.7594573,-3.3847392
Volkswagen,Passat,Variant 1.8 TSI 160cv Advance Plus,Gasolina,2010,141000.0,160.0,manual,9990,EUR,Bilbao,43.2630018,-2.9350039
Volkswagen,Passat,B6 2.0 TDI 110 Advance Plus 4p DPF,Diésel,2010,260000.0,110.0,manual,4600,EUR,Madrid,40.4167047,-3.7035825
BMW,Serie 1,118i 100 kW (136 CV),Gasolina,2021,60252.0,136.0,automatic,29450,EUR,Santa Maria del Aguila,36.780645,-2.7736816
BMW,Serie 1,118i 100 kW (136 CV),Gasolina,2021,43040.0,136.0,automatic,29750,EUR,Santa Maria del Aguila,36.780645,-2.7736816
Fiat,Tipo,1.6 Multijet 16v 120 S Design 5p S/S DDCT,Diésel,2018,96000.0,120.0,manual,10500,EUR,Alcalá de Henares,40.4818396,-3.3644973
Fiat,Tipo,1.6 Multijet 16v 120 S Design 5p S/S DDCT,Diésel,2018,96000.0,120.0,manual,9500,EUR,Alcalá de Henares,40.4818396,-3.3644973
Fiat,Tipo,1.6 Multijet 16v 120 Mirror 5p S/S,Diésel,2019,72421.31909982688,120.0,manual,13899,EUR,Albal,39.3956438,-0.4150821
Fiat,Tipo,1.6 Lounge 88kW (120CV) diesel Mjet 5p.,Diésel,2018,93754.0,120.0,manual,10490,EUR,Sevilla,37.3886303,-5.9953403
Ford,Fusion,1.4 TDCi 68 Trend 5p,Diésel,2003,160000.0,68.0,manual,2600,EUR,Almería,36.8414197,-2.4628135
Ford,Fusion,1.4 TDCi 68 Trend 5p,Diésel,2003,160000.0,68.0,manual,2500,EUR,Almería,36.8414197,-2.4628135
Ford,Focus,1.5 TDCi E6 120cv Trend+,Diésel,2016,91464.0,120.0,manual,11590,EUR,Almería,36.8414197,-2.4628135
BMW,Serie 2,218d Gran Tourer 110 kW (150 CV),Diésel,2018,70385.0,150.0,manual,22885,EUR,Santa Maria del Aguila,36.780645,-2.7736816
BMW,Serie 2,218d Active Tourer 110 kW (150 CV),Diésel,2019,33695.0,150.0,automatic,22500,EUR,Sevilla,37.3886303,-5.9953403
Ford,Transit Courier,FORD Transit Courier Van 1.5 TDCi 71kW Trend,Diésel,2019,47120.0,75.0,manual,12990,EUR,Murcia,37.9923795,-1.1305431
Ford,Mustang,5.0 Ti-VCT V8 Mustang GT Fastback 307 kW (418 CV),Gasolina,2017,57260.0,418.0,manual,36500,EUR,Murcia,37.9923795,-1.1305431
Ford,Mustang,Convertible 5.0 Ti-VCT V8 418 GT 2p,Gasolina,2015,84000.0,418.0,manual,37800,EUR,Sabadell,41.5102802,2.112326355168393
Ford,Mustang,2.3 EcoBoost 314cv Mustang (Fastback),Gasolina,2015,107619.0,314.0,manual,29490,EUR,Alicante/Alacant,38.3436365,-0.4881708
BMW,Serie 6,F06 Gran Coupé 640d 313 M Sport Edition 4p Aut.,Diésel,2014,123022.10103092784,313.0,automatic,25499,EUR,Catarroja,39.4033747,-0.4028759
BMW,Serie 6,F06 Gran Coupé 640d 313 xDrive 4p Aut.,Diésel,2016,92000.0,313.0,automatic,39900,EUR,Alzira,36.7753606,3.0601882
Skoda,Octavia,1.6 TDI CR Ambition,Diésel,2012,164080.0,105.0,manual,6990,EUR,Bilbao,43.2630018,-2.9350039
Skoda,Octavia,1.9 TDI 90 Ambiente 5p,Diésel,2001,232000.0,90.0,manual,2490,EUR,Montequinto,37.3421159,-5.9346082
BMW,X2,sDrive18d 110 kW (150 CV),Diésel,2019,77468.0,150.0,automatic,27140,EUR,Barcelona,41.3828939,2.1774322
BMW,X5,xDrive40d M-sport,Diésel,2017,86000.0,313.0,automatic,42990,EUR,Almería,36.8414197,-2.4628135
Ford,Fiesta,1.0 EcoBoost 74kW Titanium S/S 5p,Gasolina,2017,78815.0,100.0,manual,12990,EUR,Sevilla,37.3886303,-5.9953403
Mazda,5,2.0 iStop 150 Sakura 5p 7plz,Gasolina,2014,71125.0,150.0,manual,13900,EUR,Málaga,36.7213028,-4.4216366
Mazda,5,2.0 CRTD 143 Active+ 5p,Diésel,2006,150000.0,143.0,manual,4999,EUR,San Sebastián de Los Reyes,40.5473698,-3.6260586
BMW,Serie 5,E60 520d 177 4p,Diésel,2009,223000.0,177.0,manual,6500,EUR,Madrid,40.4167047,-3.7035825
BMW,Serie 5,F10 520d 184 4p Aut.,Diésel,2014,190000.0,184.0,automatic,17500,EUR,Poligono Los Villares Reina,40.9928207,-5.6390399
Ford,EcoSport,1.5 TDCi Titanium 67 kW (91 CV),Diésel,2015,115865.0,91.0,manual,11935,EUR,Atarrabia,42.8318984,-1.6071287
BMW,i3,i01 Electric 0.6 170 Range Extender 5p Aut.,Eléctrico,2015,65.0,170.0,automatic,20990,EUR,Logroño,42.4661196,-2.4396676
Ford,Mondeo Vignale,Hybrid HEV 2.0 187 4p S/S CVT,Eléctrico,2018,27000.0,187.0,automatic,23300,EUR,Bormujos,37.3715939,-6.07133
Peugeot,307,2.0 HDi 90 XR Clim 5p,Diésel,2004,412890.0,90.0,manual,1290,EUR,Madrid,40.4167047,-3.7035825
BMW,X1,sDrive18d,Diésel,2016,99000.0,150.0,manual,20490,EUR,Málaga,36.7213028,-4.4216366
BMW,X1,sDrive18d 110 kW (150 CV),Diésel,2021,25654.0,150.0,automatic,35638,EUR,Barcelona,41.3828939,2.1774322
Honda,Civic,1.0 I-VTEC TURBO ELEGANCE NAV,Gasolina,2018,30548.0,129.0,manual,18090,EUR,Almería,36.8414197,-2.4628135
Honda,Civic,1.5 VTEC Sport,Gasolina,2018,69967.0,182.0,automatic,22499,EUR,Barcelona,41.3828939,2.1774322
BMW,X3,2.0d 150 5p,Diésel,2006,245000.0,150.0,manual,5999,EUR,Terrassa,41.5629623,2.0100492
BMW,X3,M Competition,Gasolina,2023,0.0,150.0,automatic,86900,EUR,Nueva Andalucia,36.5059791,-4.9660031
BMW,X3,F25 xDrive20d 184 5p Aut.,Diésel,2011,169000.0,184.0,automatic,15490,EUR,Urbanizacion Calipo,,
Mercedes-Benz,GLA,GLA 180 CDI STYLE DIESEL 110cv,Diésel,2014,131724.0,110.0,manual,16900,EUR,Málaga,36.7213028,-4.4216366
Mercedes-Benz,GLA,GLA 200d CDI 136 5p,Diésel,2017,192189.0,136.0,automatic,18800,EUR,Beade,42.3292437,-8.1276551
Mercedes-Benz,GLA,GLA 220 CDI 170 4Matic 5p 7G-DCT,Diésel,2016,98000.0,170.0,automatic,26900,EUR,Barcelona,41.3828939,2.1774322
Volkswagen,Sharan,2.0 TDI 150 BMT Advance 5p 7plz DSG6,Diésel,2017,100000.0,150.0,automatic,26900,EUR,Utrera,37.1824646,-5.7817506
Hyundai,i30,1.4 City S,Gasolina,2016,50000.0,100.0,manual,11900,EUR,Ciudad Deportiva del Jarama,,
Hyundai,i30,1.6 CRDi Link,Diésel,2017,104522.0,110.0,manual,13299,EUR,Madrid,40.4167047,-3.7035825
Hyundai,i30,1.4 CRDi Klass,Diésel,2016,128467.0,90.0,manual,11199,EUR,Madrid,40.4167047,-3.7035825
Hyundai,i30,1.0 TGDI Link,Gasolina,2018,80921.0,120.0,manual,14999,EUR,Barcelona,41.3828939,2.1774322
Mercedes-Benz,SLK,SLK 200K 163 2p,Gasolina,2004,199000.0,163.0,manual,10950,EUR,Torrellano,38.29313,-0.587777
Mercedes-Benz,Clase S,S 430 279 4p,Gasolina,2001,149000.0,279.0,automatic,4999,EUR,Barcelona,41.3828939,2.1774322
Hyundai,ix35,1.7 CRDi Tecno Sky Nav 4x2,Diésel,2015,200000.0,115.0,manual,11800,EUR,Ciudad Deportiva del Jarama,,
Hyundai,ix35,2.0 CRDi 136cv Tecno Sky 4x4,Diésel,2010,180000.0,136.0,manual,9900,EUR,Ciudad Deportiva del Jarama,,
Mercedes-Benz,Clase C,C 200 d 118 kW (160 CV),Diésel,2020,50039.0,160.0,automatic,36685,EUR,Valdepeñas,38.7594573,-3.3847392
Mercedes-Benz,Clase C,C 250 155 kW (211 CV),Gasolina,2017,79994.0,211.0,automatic,27600,EUR,Sevilla,37.3886303,-5.9953403
Volkswagen,Caravelle,Kombi Corta 2.0 TDI 102 Trendline 4p,Diésel,2018,252000.0,102.0,manual,22900,EUR,Prado del Rey,36.7879415,-5.5572276
Volkswagen,Caravelle,Origin Corta 2.0 TDI 81kW (110CV) BMT,Diésel,2021,36856.0,110.0,manual,36990,EUR,Barcelona,41.3828939,2.1774322
Volkswagen,Caravelle,Origin Corta 2.0 TDI 81kW (110CV) BMT,Diésel,2021,41000.0,110.0,manual,36990,EUR,Barcelona,41.3828939,2.1774322
Mazda,CX-3,2.0 Skyactiv-G Zenith 2WD,Gasolina,2021,11503.0,121.0,manual,23499,EUR,Madrid,40.4167047,-3.7035825
Mazda,CX-3,2.0 Skyactiv-G Zenith 2WD,Gasolina,2021,11503.0,121.0,manual,22999,EUR,Madrid,40.4167047,-3.7035825
Mercedes-Benz,Vito,Combi 2.2 CDI 82 DEE3000 4p,Diésel,2002,330000.0,82.0,manual,2990,EUR,Coslada,40.423802,-3.5552882
Volkswagen,Caravelle,Kombi Corta 2.0 TDI 102 Trendline 4p,Diésel,2017,98000.0,120.0,manual,26990,EUR,Mataró,41.5398348,2.4448926
Mazda,5,2.0 CRTD 143 Active+ 5p,Diésel,2007,260000.0,115.0,manual,3990,EUR,Gamarra Menor,42.886038150000005,-2.647578797620172
Mazda,3,SportSedan 2.2 Skyactiv-D 150 Style Comfort+Navegador 4p,Diésel,2015,120256.0,150.0,manual,15500,EUR,Málaga,36.7213028,-4.4216366
Mazda,3,1.6 CRTD 109 Active 5p,Diésel,2008,148000.0,109.0,manual,5500,EUR,Alcalá de Henares,40.4818396,-3.3644973
Mercedes-Benz,CL Coupe,CL 500 388 2p,Gasolina,2009,138000.0,388.0,automatic,22990,EUR,Málaga,36.7213028,-4.4216366
Mazda,CX-30,2.0 e-Skyactiv-G Zenith 90 kW (122 CV),Gasolina,2021,43589.0,122.0,manual,24955,EUR,Valdepeñas,38.7594573,-3.3847392
Land Rover,Range Rover Velar,3.0 I6 294kW R-Dynamic HSE 4WD Auto,Eléctrico,2021,13100.0,400.0,automatic,81900,EUR,Barcelona,41.3828939,2.1774322
Mazda,CX-5,2.0 G Zenith 2WD Auto 121 kW (165 CV),Gasolina,2019,25880.0,165.0,automatic,27370,EUR,Santiago de Compostela,42.8804219,-8.5458608
Mazda,CX-5,2.2 DE 143kW ZEN+CP+CN+SR 4WD Auto - 5 P (2017),Diésel,2018,99990.0,194.0,automatic,20990,EUR,Sevilla,37.3886303,-5.9953403
Mazda,CX-5,2.2 DE 143kW ZEN+CP+CN+SR 4WD Auto - 5 P (2017),Diésel,2018,99990.0,194.0,automatic,20490,EUR,Sevilla,37.3886303,-5.9953403
Peugeot,206,1.4 HDi 70 X-Line 5p,Diésel,2005,118601.0,70.0,manual,2050,EUR,Madrid,40.4167047,-3.7035825
Hyundai,Elantra,1.6 MPI 128 Klass 4p,Diésel,2017,90000.0,128.0,manual,14999,EUR,Madrid,40.4167047,-3.7035825
Mercedes-Benz,Clase V,250 BT 190 Avantgarde ExtraLargo 5p 7G-T,Diésel,2017,89000.0,190.0,automatic,52999,EUR,Poligono Industrial Ajalvir,40.5256088,-3.483080916375167
Mercedes-Benz,Clase V,250 BT 190 Avantgarde ExtraLargo 5p 7G-T,Diésel,2017,89000.0,190.0,automatic,51999,EUR,Poligono Industrial Ajalvir,40.5256088,-3.483080916375167
Mercedes-Benz,Clase V,220 CDI 163 Avantgarde Largo 5p,Diésel,2017,95000.0,163.0,manual,38000,EUR,Manresa,41.7288939,1.8286765
Chrysler,Crossfire,Coupé 3.2 V6 218 Limited 2p,Gasolina,2005,170000.0,218.0,manual,6500,EUR,Griñón,40.2136607,-3.8581479
Peugeot,508,Active 1.6 BlueHDi 88KW (120CV),Diésel,2017,129000.0,120.0,manual,12490,EUR,Málaga,36.7213028,-4.4216366
Mercedes-Benz,Clase B,B 200 CDI 140 5p,Diésel,2007,180000.0,140.0,manual,7500,EUR,La Puebla del Río,37.2698207,-6.0627241
Mercedes-Benz,Clase B,B 200 136 5p CVT,Gasolina,2008,164321.0,136.0,automatic,6990,EUR,Salt,41.9741672,2.7949886
Honda,HR-V,1.5 i-VTEC Comfort,Gasolina,2018,46000.0,130.0,automatic,15990,EUR,Palma de Mallorca,39.5695818,2.6500745
Peugeot,308,BlueHDI 120 Allure 88 kW (120 CV),Diésel,2016,147851.0,120.0,manual,12420,EUR,Santiago de Compostela,42.8804219,-8.5458608
Mercedes-Benz,Clase A,A 200 BE 156 5p 7G-DCT,Gasolina,2013,119000.0,156.0,manual,15990,EUR,La Puebla de Alfindén,41.631587,-0.7508841
Mercedes-Benz,Clase A,A 180 CDI BE 109 5p,Diésel,2015,67601.0,109.0,manual,18490,EUR,Murcia,37.9923795,-1.1305431
Mercedes-Benz,Clase A,A 160 BE 95 Elegance 5p,Gasolina,2012,162010.0,95.0,manual,9000,EUR,La Pobla de Vallbona,39.5907339,-0.5532185
Mercedes-Benz,Clase A,A 170 116 Classic 3p,Gasolina,2005,147000.0,116.0,manual,3500,EUR,Valencia,39.4697065,-0.3763353
Mercedes-Benz,Clase A,A 180 d 116 5p 7G-DCT,Diésel,2019,87000.0,116.0,automatic,26990,EUR,Sabadell,41.5102802,2.112326355168393
Jaguar,I-Pace,EV400 HSE AUTO 4WD,Eléctrico,2019,100247.0,400.0,automatic,41990,EUR,Valencia,39.4697065,-0.3763353
Peugeot,307,CC 2.0 HDi 136 Sport 2p FAP,Diésel,2006,180000.0,136.0,manual,3900,EUR,Almería,36.8414197,-2.4628135
Hyundai,Accent,GL,Gasolina,2005,171197.0,86.0,manual,3490,EUR,Valencia,39.4697065,-0.3763353
Peugeot,Rifter,BlueHDi 130 Allure Long 96 kW (130 CV),Diésel,2019,1207.0,130.0,manual,29500,EUR,Mercabilbao,43.23306475,-2.8869305560222736
Peugeot,Rifter,1.5BLUEHDI S&S LONG ALLURE PACK,Diésel,2019,111070.0,131.0,manual,24290,EUR,Algete,40.5961652,-3.4974246
Peugeot,5008,1.2 PureTech 96KW (130CV) S&S Allure,Gasolina,2021,67729.0,130.0,manual,27990,EUR,Madrid,40.4167047,-3.7035825
Peugeot,5008,1.2 PureTech 96KW (130CV) S&S Allure,Gasolina,2021,67729.0,130.0,manual,28190,EUR,Madrid,40.4167047,-3.7035825
Peugeot,5008,2.0 HDI FAP Allure 110 kW (150 CV),Diésel,2012,137469.0,150.0,manual,11900,EUR,Ciudad Real,38.959734749999996,-3.8828744402485436
Peugeot,5008,1.2 PureTech SANDS Style 7 Plazas 96 kW (130 CV),Gasolina,2016,77415.0,130.0,manual,15237,EUR,Valdepeñas,38.7594573,-3.3847392
Mercedes-Benz,Clase E,E 200 Coupe 135 kW (184 CV),Gasolina,2015,114281.0,184.0,automatic,26290,EUR,Ciudad Real,38.959734749999996,-3.8828744402485436
Peugeot,Partner,TEPEE 4x4 Dangel Extreme BlueHDi 100 - 5 P (2015),Diésel,2018,95009.0,100.0,manual,17990,EUR,Alicante/Alacant,38.3436365,-0.4881708
Hyundai,Santa Fe,2.2 CRDi 200 Style 4x4 5p 7plz Aut.,Diésel,2016,125000.0,200.0,automatic,27500,EUR,La / Nucia-Hill Nucia Hills,,
Jaguar,S-Type,4.2 V8 395cv R Auto 4p,Gasolina,2002,158500.0,395.0,automatic,7850,EUR,Alcorcón,40.3492998,-3.8284295
Abarth,500,1.4 16v T-Jet 595 107kW (145CV) E6,Gasolina,2017,98956.0,145.0,manual,13490,EUR,Murcia,37.9923795,-1.1305431
Porsche,Cayenne,Diesel,Diésel,2016,97000.0,262.0,automatic,43990,EUR,Urbanizacion La Granjilla,40.6424755,-3.9946484
Porsche,Cayenne,Diesel 3.0 V6 262 5p tip.,Diésel,2016,146000.0,262.0,automatic,42900,EUR,Crevillent,38.2493099,-0.8111359
Porsche,Cayenne,Turbo 4.8 V8 500 5p,Gasolina,2012,180000.0,500.0,automatic,34990,EUR,Gamarra Menor,42.886038150000005,-2.647578797620172
Honda,HR-V,1.5 Executive,Gasolina,2016,46080.0,130.0,automatic,18899,EUR,Barcelona,41.3828939,2.1774322
Honda,HR-V,1.5 Executive,Gasolina,2016,46080.0,130.0,automatic,18499,EUR,Barcelona,41.3828939,2.1774322
Honda,HR-V,1.5 i-VTEC Executive,Gasolina,2019,34034.0,130.0,manual,25990,EUR,Pamplona/Iruña,42.8182536,-1.6440304
Volkswagen,Touran,"MOD. 2020, DSG, TECHO, 7 PLAZAS. SOLO 48.000km",Diésel,2020,48000.0,115.0,automatic,24950,EUR,Sant Cugat del Vallès,41.4728432,2.0817809
